Customer_ID,Title,First_Name,Middle_Name,Last_Name,Suffix,Name_Style,Email_Address,Phone,Company_Name,Sales_Person,Password_Hash,Password_Salt,Modified_Date,rowguid
497,Ms.,Amy,E.,Alberts,,false,amy1@adventure-works.com,727-555-0115,Valley Toy Store,adventure-works\josé1,dNz/EQlgVlbj0uOpI0Y8Rh+/GFUH1HvBLJJ4pqdSDTE=,yvdbcxM=,2006-09-01 00:00:00,9fc698d8-a5d6-4971-bfb4-9a4d8988db58
30072,Ms.,Andrea,A.,Thomsen,,false,andrea1@adventure-works.com,1 (11) 500 555-0120,West Side Mart,adventure-works\jae0,LDoJwsGCFLtxVdbdQBbN/to7zFF1skP+hWLrIrCxvAw=,NuexV8w=,2007-09-01 00:00:00,9bbbddc1-8e1a-4edf-aa2f-a8abea78c940
106,Ms.,Andrea,A.,Thomsen,,false,andrea1@adventure-works.com,1 (11) 500 555-0120,West Side Mart,adventure-works\jae0,LDoJwsGCFLtxVdbdQBbN/to7zFF1skP+hWLrIrCxvAw=,NuexV8w=,2007-09-01 00:00:00,aafbf7d5-8759-4962-9deb-77c6e22875f4
329,,Andreas,,Berglund,,false,andreas1@adventure-works.com,795-555-0116,"Unicycles, Bicycles, and Tricycles",adventure-works\shu0,dGlOTb4tIwZCoQftB0K+7CHFl/ty6hYYq/X/T1Dq6k4=,9ak86/4=,2005-08-01 00:00:00,35de20d0-b72d-440b-8c55-6e8ad6643335
29645,Mr.,Andrew,,Cencini,,false,andrew2@adventure-works.com,644-555-0111,Sports Merchandise,adventure-works\pamela0,Eo1pvctUvdkRpUgGHwOfILlh5uZiYuLv+eBXLj1viR8=,LCi+QgQ=,2007-09-01 00:00:00,0ab26819-705b-44ad-8b7d-514be2632220
163,Mr.,Andrew,,Cencini,,false,andrew2@adventure-works.com,644-555-0111,Sports Merchandise,adventure-works\pamela0,Eo1pvctUvdkRpUgGHwOfILlh5uZiYuLv+eBXLj1viR8=,LCi+QgQ=,2007-09-01 00:00:00,989f9f3a-7cb8-4083-8cda-291c682be73c
630,Mr.,Andrew,R.,Hill,,false,andrew4@adventure-works.com,194-555-0149,Eastside Parts Shop,adventure-works\josé1,6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=,m9GHYGc=,2007-09-01 00:00:00,05b08b9b-b1ea-469e-b314-c43e5a3efe1a
29840,Mr.,Andrew,R.,Hill,,false,andrew4@adventure-works.com,194-555-0149,Eastside Parts Shop,adventure-works\josé1,6kDCzX44wtxfxZaC28Ek1kf7IczJ9hxLvDx9DfU8B60=,m9GHYGc=,2007-09-01 00:00:00,5dd7f0fd-e9eb-4f47-adfe-e8aa50608c64
29915,Mr.,Andrew,P.,Kobylinski,,false,andrew5@adventure-works.com,129-555-0185,Finer Parts Shop,adventure-works\david8,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,2005-12-01 00:00:00,57c6f330-66ed-4b3e-8fbf-c01932e3c175
542,Mr.,Andrew,P.,Kobylinski,,false,andrew5@adventure-works.com,129-555-0185,Finer Parts Shop,adventure-works\david8,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,2005-12-01 00:00:00,6af61284-02df-41ba-a0e0-2b1728b2cf7a
29636,Mr.,Andy,,Carothers,,false,andy1@adventure-works.com,944-555-0148,Western Bike Supplies,adventure-works\shu0,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,2006-07-01 00:00:00,625f2b1d-2f34-4020-88b8-032310645b2e
698,Mr.,Andy,,Carothers,,false,andy1@adventure-works.com,944-555-0148,Western Bike Supplies,adventure-works\shu0,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,2006-07-01 00:00:00,6bc4ff5a-0696-4c2a-88f9-08d1dba91b74
416,Ms.,Angela,,Barbariol,,false,angela1@adventure-works.com,134-555-0182,Impromptu Trips,adventure-works\david8,dT+8gAkuDqXAvfiIcTsiHoTPkfgs4bJuTILNGQjjc0g=,aKMOOAA=,2006-07-01 00:00:00,6b7ff7e6-4028-491e-ac2a-dfbb6278ca57
29964,Ms.,Anita,R.,Lucerne,,false,anita0@adventure-works.com,164-555-0118,Grand Industries,adventure-works\garrett1,YYTwMHBzX9ZM2XoYAzTo7bVfsHm05BO3Sl1+sokcRjM=,Zb6O1a0=,2007-09-01 00:00:00,0616ffa0-9986-40ce-9fed-1ecbf7deb9f0
48,Ms.,Anita,R.,Lucerne,,false,anita0@adventure-works.com,164-555-0118,Grand Industries,adventure-works\garrett1,YYTwMHBzX9ZM2XoYAzTo7bVfsHm05BO3Sl1+sokcRjM=,Zb6O1a0=,2007-09-01 00:00:00,e656589a-198f-454f-b02f-9ce324457bdf
29548,Ms.,Ann,,Beebe,,false,ann0@adventure-works.com,277-555-0169,First-Rate Outlet,adventure-works\garrett1,l3pyVEyTaWqsF1xRfSXtR2CgCOfOXQCSumdlzqMKLxQ=,BX3pcB8=,2005-08-01 00:00:00,00cfdbc0-cdd2-4436-b0ae-dd248f4e4371
318,Ms.,Ann,,Beebe,,false,ann0@adventure-works.com,277-555-0169,First-Rate Outlet,adventure-works\garrett1,l3pyVEyTaWqsF1xRfSXtR2CgCOfOXQCSumdlzqMKLxQ=,BX3pcB8=,2005-08-01 00:00:00,d241d8f1-5a7a-41b3-8723-1e2b1a9fdbf6
472,Ms.,Ann,R.,Evans,,false,ann1@adventure-works.com,252-555-0127,Summer Sports Place,adventure-works\jillian0,DLW2IAbnBTdpl45F2NtNmotuCcasAhlznF/e4eBbffs=,r8MY8Co=,2006-09-01 00:00:00,dcedc9d8-c1fd-4720-95f2-4be8c5a8b5d1
29743,Ms.,Ann,R.,Evans,,false,ann1@adventure-works.com,252-555-0127,Summer Sports Place,adventure-works\jillian0,DLW2IAbnBTdpl45F2NtNmotuCcasAhlznF/e4eBbffs=,r8MY8Co=,2006-09-01 00:00:00,e67fff84-4c4b-4da1-becb-f9d46c8532f0
29819,Ms.,Ann,T.,Hass,,false,ann2@adventure-works.com,713-555-0168,The Accessories Store,adventure-works\jillian0,lykTZ3vUjtqvW669XVLX3Gk9RrV2EBdorSOkebEHyvk=,M7xYGr4=,2006-08-01 00:00:00,6980c636-0e9d-41ce-8fbd-3b07afc1a681
694,Ms.,Ann,T.,Hass,,false,ann2@adventure-works.com,713-555-0168,The Accessories Store,adventure-works\jillian0,lykTZ3vUjtqvW669XVLX3Gk9RrV2EBdorSOkebEHyvk=,M7xYGr4=,2006-08-01 00:00:00,d3e874dc-a10c-4055-b943-9dbd5cfe8c89
29660,Mr.,Anthony,,Chor,,false,anthony0@adventure-works.com,429-555-0145,Extreme Riding Supplies,adventure-works\linda3,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,2007-09-01 00:00:00,e24193f1-f5df-481e-ac1a-bab86bd72c54
420,Mr.,Anthony,,Chor,,false,anthony0@adventure-works.com,429-555-0145,Extreme Riding Supplies,adventure-works\linda3,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,2007-09-01 00:00:00,e4e565bb-00ff-494a-b31f-4bfe14ec2950
546,Mr.,Anton,,Kirilov,,false,anton0@adventure-works.com,608-555-0162,Field Trip Store,adventure-works\linda3,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,2006-08-01 00:00:00,298de006-bed6-4e13-b659-3f9422750943
29913,Mr.,Anton,,Kirilov,,false,anton0@adventure-works.com,608-555-0162,Field Trip Store,adventure-works\linda3,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,2006-08-01 00:00:00,c705b4c9-b341-4327-8635-de0d0c879075
617,Ms.,Arlene,,Huff,,false,arlene0@adventure-works.com,1 (11) 500 555-0146,Tubeless Tire Company,adventure-works\jae0,V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=,SC/mXZQ=,2007-08-01 00:00:00,44f580c3-4d01-41c8-964d-24de6cbe51fc
29860,Ms.,Arlene,,Huff,,false,arlene0@adventure-works.com,1 (11) 500 555-0146,Tubeless Tire Company,adventure-works\jae0,V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=,SC/mXZQ=,2007-08-01 00:00:00,f9cfd187-277b-410a-939a-3bc608987dc6
29616,Ms.,Barbara,J.,Calone,,false,barbara2@adventure-works.com,145-555-0152,Sheet Metal Manufacturing,adventure-works\jillian0,W+klFtJ6V2H2UQK1pJdYy2MEbai2eYSHD0QGx02rFw8=,8iuXJ0k=,2006-08-01 00:00:00,21df3ff8-0a8f-434b-9290-e562b7da6dca
436,Ms.,Barbara,J.,Calone,,false,barbara2@adventure-works.com,145-555-0152,Sheet Metal Manufacturing,adventure-works\jillian0,W+klFtJ6V2H2UQK1pJdYy2MEbai2eYSHD0QGx02rFw8=,8iuXJ0k=,2006-08-01 00:00:00,506dd7e7-e6d0-49e7-addc-5cd6c811dd35
29776,Ms.,Barbara,J.,German,,false,barbara4@adventure-works.com,1 (11) 500 555-0181,Cycles Wholesaler & Mfg.,adventure-works\jae0,2Pyd3S3Os61yt+lfSjMgSDNwT1LL4Qs51m1ob42We40=,Jvsxxrg=,2007-07-01 00:00:00,94389425-d35b-4f7b-a116-ca067050b8d5
34,Ms.,Barbara,J.,German,,false,barbara4@adventure-works.com,1 (11) 500 555-0181,Cycles Wholesaler & Mfg.,adventure-works\jae0,2Pyd3S3Os61yt+lfSjMgSDNwT1LL4Qs51m1ob42We40=,Jvsxxrg=,2007-07-01 00:00:00,9edda794-7862-4ff4-b8e2-528847cab2bd
222,Mr.,Barry,,Johnson,,false,barry1@adventure-works.com,858-555-0140,Sample Bike Store,adventure-works\linda3,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,2005-09-01 00:00:00,3db84b19-4063-4ec2-b1b4-317dee133a25
29883,Mr.,Barry,,Johnson,,false,barry1@adventure-works.com,858-555-0140,Sample Bike Store,adventure-works\linda3,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,2005-09-01 00:00:00,7814aca5-869e-4df2-b7c9-61b001f90f04
693,Mr.,Bart,,Duncan,,false,bart0@adventure-works.com,539-555-0121,Stock Parts and Supplies,adventure-works\david8,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,2007-08-01 00:00:00,3b38d4cb-9573-4686-a202-9179dbefc7b8
29727,Mr.,Bart,,Duncan,,false,bart0@adventure-works.com,539-555-0121,Stock Parts and Supplies,adventure-works\david8,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,2007-08-01 00:00:00,ca138a8b-0d82-45b4-92e2-4de3a3fdc2f6
30021,Mr.,Ben,,Miller,,false,ben1@adventure-works.com,207-555-0167,Low Price Cycles,adventure-works\josé1,d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=,6CMCzUQ=,2007-08-01 00:00:00,1e32fa7f-e67b-4c0b-a58f-182b7d9560fe
316,Mr.,Ben,,Miller,,false,ben1@adventure-works.com,207-555-0167,Low Price Cycles,adventure-works\josé1,d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=,6CMCzUQ=,2007-08-01 00:00:00,8c95e9d8-88d0-4e6a-8149-b4c6c79e65bd
262,Ms.,Beth,,Inghram,,false,beth0@adventure-works.com,718-555-0152,General Industries,adventure-works\josé1,F+vY3tSf0ZDAiQakfFA7yxIP0M8ljrI5oYD1F1iZt4w=,H5fjp4Y=,2006-09-01 00:00:00,1c783210-2b1e-46e2-a2c8-23e610feeb3c
29864,Ms.,Beth,,Inghram,,false,beth0@adventure-works.com,718-555-0152,General Industries,adventure-works\josé1,F+vY3tSf0ZDAiQakfFA7yxIP0M8ljrI5oYD1F1iZt4w=,H5fjp4Y=,2006-09-01 00:00:00,7dd63c65-3017-4787-a09e-57efcdb7a1fa
29806,Ms.,Betty,M.,Haines,,false,betty0@adventure-works.com,867-555-0114,Finer Mart,adventure-works\david8,Q/nGAVzOO1ZT/4+BQ1kwltqQyzycLA2GGmDmBBxLMnM=,6IvcbVg=,2007-09-01 00:00:00,1dfc1abb-ac04-4940-8882-2231b67208fa
38,Ms.,Betty,M.,Haines,,false,betty0@adventure-works.com,867-555-0114,Finer Mart,adventure-works\david8,Q/nGAVzOO1ZT/4+BQ1kwltqQyzycLA2GGmDmBBxLMnM=,6IvcbVg=,2007-09-01 00:00:00,e5eda3f3-4ef1-4806-bd36-e61f3cb2e044
29709,Ms.,Bev,L.,Desalvo,,false,bev0@adventure-works.com,143-555-0113,Successful Sales Company,adventure-works\pamela0,j42zXyaSRc55aauqsJrhWZdZBGkW64qaL1hO1tdgdQk=,5dgYmOY=,2006-09-01 00:00:00,139742bf-9980-4d0a-9a76-1e8c9701504b
692,Ms.,Bev,L.,Desalvo,,false,bev0@adventure-works.com,143-555-0113,Successful Sales Company,adventure-works\pamela0,j42zXyaSRc55aauqsJrhWZdZBGkW64qaL1hO1tdgdQk=,5dgYmOY=,2006-09-01 00:00:00,9ee96279-78d5-49b7-ac4a-1c43cfb80249
30087,Mr.,Billy,J.,Trent,,false,billy0@adventure-works.com,882-555-0115,Quick Parts and Service,adventure-works\garrett1,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,2007-09-01 00:00:00,a48662d5-c698-4048-9546-c562df2ac4e8
282,Mr.,Billy,J.,Trent,,false,billy0@adventure-works.com,882-555-0115,Quick Parts and Service,adventure-works\garrett1,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,2007-09-01 00:00:00,cf04f255-d817-4ec9-9d99-4580b1ed0ce2
167,Mr.,Blaine,,Dockter,,false,blaine0@adventure-works.com,156-555-0187,Farthermost Bike Shop,adventure-works\shu0,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,2005-08-01 00:00:00,515d4a13-4e60-4d0c-8f22-bb89a9d312ad
29716,Mr.,Blaine,,Dockter,,false,blaine0@adventure-works.com,156-555-0187,Farthermost Bike Shop,adventure-works\shu0,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,2005-08-01 00:00:00,803d1cd3-8c99-48f1-945b-85edbe393af8
462,Mr.,Bob,,Gage,,false,bob1@adventure-works.com,962-555-0175,General Riding Supplies,adventure-works\garrett1,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,2007-02-01 00:00:00,5c085e79-91ee-4855-92c2-ba36cd6980e0
29766,Mr.,Bob,,Gage,,false,bob1@adventure-works.com,962-555-0175,General Riding Supplies,adventure-works\garrett1,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,2007-02-01 00:00:00,9efb3752-7f40-4e64-b9e2-383a6df6aefa
29850,Mr.,Bob,,Hodges,,false,bob2@adventure-works.com,129-555-0120,All Seasons Sports Supply,adventure-works\jillian0,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,2007-07-01 00:00:00,2790ec9d-da39-4ae2-9ff8-e810a3b61cd5
597,Mr.,Bob,,Hodges,,false,bob2@adventure-works.com,129-555-0120,All Seasons Sports Supply,adventure-works\jillian0,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,2007-07-01 00:00:00,544a635a-dbdf-4352-8654-eac27dc3b3e0
394,Ms.,Bonnie,,Kearney,,false,bonnie1@adventure-works.com,1 (11) 500 555-0116,Little Sports Center,adventure-works\jae0,UUjDa8Zdc4Zz63sgzUXpnW3zOJwJZoBuQjoNvF2FVs0=,SNjG3l0=,2007-08-01 00:00:00,f53f2ca8-f244-46b8-a64f-a09f657db9dc
29944,Ms.,Bonnie,B.,Lepro,,false,bonnie2@adventure-works.com,354-555-0130,More Bikes!,adventure-works\linda3,QFcESEnv3fd3s0KxftaNIRbKv6ba7PNXWLVrlx/mrF4=,WVm7PpY=,2005-09-01 00:00:00,881137fc-ae6a-4fbd-b71a-4af9c2f65914
96,Ms.,Bonnie,B.,Lepro,,false,bonnie2@adventure-works.com,354-555-0130,More Bikes!,adventure-works\linda3,QFcESEnv3fd3s0KxftaNIRbKv6ba7PNXWLVrlx/mrF4=,WVm7PpY=,2005-09-01 00:00:00,bac5b4da-00b0-4bf1-816a-1e39f676bf9b
505,Mr.,Brad,,Sutton,,false,brad0@adventure-works.com,688-555-0115,Honest Repair Service,adventure-works\pamela0,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,2007-07-01 00:00:00,4f32a900-a34b-4448-a72c-196a1c553073
30051,Mr.,Brad,,Sutton,,false,brad0@adventure-works.com,688-555-0115,Honest Repair Service,adventure-works\pamela0,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,2007-07-01 00:00:00,cba8a194-7d3a-45df-adda-4a4b6c8fcc95
169,Ms.,Brenda,,Diaz,,false,brenda2@adventure-works.com,147-555-0192,Downtown Hotel,adventure-works\shu0,84meSWqxRT9guwZSihzP3MYe7UV2VaMLBldOf8pTy5A=,lsd099Q=,2005-09-01 00:00:00,2d6bbc35-bc19-4cb4-a61b-46899d3a4237
29710,Ms.,Brenda,,Diaz,,false,brenda2@adventure-works.com,147-555-0192,Downtown Hotel,adventure-works\shu0,84meSWqxRT9guwZSihzP3MYe7UV2VaMLBldOf8pTy5A=,lsd099Q=,2005-09-01 00:00:00,a37a4f71-12a9-4055-bca8-c18b79098af1
29824,Ms.,Brenda,F.,Heaney,,false,brenda3@adventure-works.com,393-555-0167,Superb Sales and Repair,adventure-works\garrett1,RxykMRRwPRGYqzudPUFD1TKUT1bvgYanY1nsGIvL0Jo=,KnmJUbs=,2005-07-01 00:00:00,491a2969-9914-4234-8c1d-9f0349f02c55
679,Ms.,Brenda,F.,Heaney,,false,brenda3@adventure-works.com,393-555-0167,Superb Sales and Repair,adventure-works\garrett1,RxykMRRwPRGYqzudPUFD1TKUT1bvgYanY1nsGIvL0Jo=,KnmJUbs=,2005-07-01 00:00:00,dafe6766-1849-4209-9379-4eae7a05b932
336,Mr.,Brian,R,Goldstein,,false,brian4@adventure-works.com,495-555-0161,Primary Bike Distributors,adventure-works\garrett1,Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=,x4UseEA=,2005-08-01 00:00:00,0341ca02-f44f-4604-8e20-a749b90fd976
29789,Mr.,Brian,R,Goldstein,,false,brian4@adventure-works.com,495-555-0161,Primary Bike Distributors,adventure-works\garrett1,Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=,x4UseEA=,2005-08-01 00:00:00,30b8d273-0502-4641-aabd-ff4097f0b9d1
56,Mr.,Brian,,Groth,,false,brian5@adventure-works.com,461-555-0118,Latest Accessories Sales,adventure-works\david8,tbk7TwAC5jsqEhFRRIhnL9kPBoTy3XS+EjlReKVp5mw=,hpOsvJU=,2006-08-01 00:00:00,570b1682-9bb1-4359-984d-8f728e3d6973
